Model File Name,Model Type,Model Size,Device Type,Software Version,Device Name,Serial Number,Device Identifier,Compute Units,Neural Engine Operations,CPU Operations,GPU Operations,Total Operations,Average Prediction,Median Prediction,Minimum Prediction,Maximum Prediction,Uncached Prediction,Average Load,Median Load,Minimum Load,Maximum Load,Uncached Load,Average Compile,Median Compile,Minimum Compile,Maximum Compile,Uncached Compile
best,ML Program → Non Maximum Suppression,51 MB,"iPhone 15 Pro, 256 GB",iOS 18.6.1,iPhone,JQ2R9F7X2H,00008130-001E5D110CEA001C,"All (CPU, GPU, Neural Engine)",387,2,0,389,20.88,20.57,14.78,30.57,26.03,61.14,63.39,54.32,66.56,"2,363.51",335.81,390.89,156.99,459.56,156.99
